Status [1]	Topic	Objective Description	Baseline Value	Baseline Year	Final Value [2]	Final Year	Target	Movement Toward Target [3]	Movement Away From Baseline [4] (if movement not toward target)	Movement Statistically Significant [5][6]
6	Substance Abuse	SA-18.3. Steroid use among 12th graders in the past year (percent)	1.49	2009	1.11	2018	...	...	...	...
6	Substance Abuse	SA-19.1. Persons with nonmedical use of prescription pain relievers in the past year (percent, ages 12 years and over)	4.7	2015	3.6	2018	...	...	...	...
6	Substance Abuse	SA-19.2. Persons with nonmedical use of prescription tranquilizers in the past year (percent, ages 12 years and over)	2.3	2015	2.1	2018	...	...	...	...
6	Substance Abuse	SA-19.3. Persons with nonmedical use of prescription stimulants in the past year (percent, ages 12 years and over)	1.96	2015	1.87	2018	...	...	...	...
6	Substance Abuse	SA-19.4. Persons with nonmedical use of prescription sedatives in the past year (percent, ages 12 years and over)	0.56	2015	0.40	2018	...	...	...	...
1	Substance Abuse	SA-19.5. Persons with nonmedical use of any prescription psychotherapeutic drug in the past year (percent, ages 12 years and over)	7.1	2015	6.2	2018	6.4	128.6	...	Yes
4	Substance Abuse	SA-20. Deaths attributable to alcohol (average annual number)	79,646	2001–05	87,798	2006–10	71,681	...	10.2	...
6	Substance Abuse	SA-21. Adolescents using inhalants in the past year (percent, ages 12–17)	2.7	2015	2.7	2018	...	...	...	...
2	Tobacco Use	TU-1.1. Adult cigarette smoking (age-adjusted percent, ages 18 and over)	20.6	2008	13.9	2018	12.0	77.9	…	Yes
5	Tobacco Use	TU-1.2. Adult use of smokeless tobacco products (age-adjusted percent, ages 18 and over)	2.2	2015	…		0.2	…	…	…
5	Tobacco Use	TU-1.3. Adult cigar smoking (age-adjusted percent, ages 18 and over)	2.3	2015	…		0.3	…	…	…
1	Tobacco Use	TU-2.1. Adolescent tobacco use in past 30 days (percent, grades 9–12)	26.0	2009	17.0	2015	21.0	180.0	…	Yes
1	Tobacco Use	TU-2.2. Adolescent cigarette smoking in past 30 days (percent, grades 9–12)	19.5	2009	8.8	2017	16.0	305.7	…	Yes
3	Tobacco Use	TU-2.3. Adolescent use of smokeless tobacco in past 30 days (percent, grades 9–12)	8.9	2009	7.3	2015	6.9	80.0	…	No
1	Tobacco Use	TU-2.4. Adolescent cigar smoking in past 30 days (percent, grades 9–12)	14.0	2009	8.0	2017	8.0	100.0	…	Yes
2	Tobacco Use	TU-3.1. Children and adolescents initiating use of tobacco products in past 12 months (percent, ages 12–17)	5.0	2015	3.7	2018	3.0	65.0	…	Yes
1	Tobacco Use	TU-3.2. Children and adolescents initiating cigarette smoking in past 12 months (percent, ages 12–17)	6.3	2008	2.5	2018	4.3	190.0	…	Yes
2	Tobacco Use	TU-3.3. Children and adolescents initiating use of smokeless tobacco in past 12 months (percent, ages 12–17)	1.9	2015	1.3	2018	0.0	31.6	…	Yes
1	Tobacco Use	TU-3.4. Children and adolescents initiating cigar smoking in past 12 months (percent, ages 12–17)	4.9	2008	2.0	2018	2.9	145.0	…	Yes
3	Tobacco Use	TU-3.5. Young adults initiating use of tobacco products in past 12 months (percent, ages 18–25)	8.7	2015	7.8	2018	6.7	45.0	…	No
1	Tobacco Use	TU-3.6. Young adults initiating cigarette smoking in past 12 months (percent, ages 18–25)	8.4	2008	5.8	2018	6.4	130.0	…	Yes
2	Tobacco Use	TU-3.7. Young adults initiating use of smokeless tobacco in past 12 months (percent, ages 18–25)	1.8	2015	1.4	2018	0.0	22.2	…	Yes
2	Tobacco Use	TU-3.8. Young adults initiating cigar smoking in past 12 months (percent, ages 18–25)	6.3	2008	5.2	2018	4.3	55.0	…	Yes
2	Tobacco Use	TU-4.1. Adult smokers attempting smoking cessation in past 12 months (age-adjusted percent, ages 18 and over)	50.2	2008	56.0	2018	80.0	19.5	…	Yes
1	Tobacco Use	TU-5.1. Adult smokers who successfully stopped smoking within past 6 months to 1 year (age-adjusted percent, ages 18 and over)	6.0	2008	8.3	2018	8.0	115.0	…	Yes
3	Tobacco Use	TU-6. Pregnant female smokers ceasing smoking during first trimester and remainder of pregnancy (percent, ages 18–49)	11.3	2005	17.0	2015	30.0	30.5	…	No
3	Tobacco Use	TU-7. Adolescent smokers attempting smoking cessation in past 12 months (percent, grades 9–12)	58.5	2009	55.7	2013	64.0	…	4.8	No
2	Tobacco Use	TU-8. Medicaid coverage of treatment for nicotine dependency (number of states and the District of Columbia)	6	2008	15	2018	51	20.0	…	…
1	Tobacco Use	TU-9.1. Visits to office-based ambulatory care settings that include tobacco screening (percent, ages 18 and over)	75.7	2012	86.7	2016	83.3	144.7	…	Yes
3	Tobacco Use	TU-9.2. Visits to hospital ambulatory care settings that include tobacco screening (percent, ages 18 and over)	60.2	2007	62.7	2011	66.2	41.7	…	No
3	Tobacco Use	TU-9.3. General practice dentists who ask patients if they use tobacco (percent)	52.9	2010	53.1	2017	58.2	3.8	…	No
1	Tobacco Use	TU-9.4. Tobacco screening in substance abuse care settings (percent)	49.8	2011	66.0	2017	54.8	324.0	…	…
6	Tobacco Use	TU-9.5. Tobacco screening in mental health care settings	45.1	2014	51.5	2017	…	…	…	…
1	Tobacco Use	TU-10.1. Visits to office-based ambulatory care settings that include cessation counseling for tobacco users (percent, ages 18 and over)	11.1	2012	20.2	2016	12.2	827.3	…	No
3	Tobacco Use	TU-10.2. Visits to hospital ambulatory care settings that include cessation counseling for tobacco users (percent, ages 18 and over)	22.6	2007	22.3	2011	24.9	…	1.3	No
3	Tobacco Use	TU-10.3. General practice dentists who offer tobacco cessation counseling to patients (percent)	35.7	2010	37.1	2017	39.3	38.9	…	No
1	Tobacco Use	TU-10.4. Tobacco cessation counseling in substance abuse care settings (percent)	34.2	2011	49.5	2017	37.6	450.0	…	…
1	Tobacco Use	TU-10.5. Tobacco cessation counseling in mental health care settings (percent of facilities)	24.0	2010	39.1	2017	26.4	629.2	…	…
1	Tobacco Use	TU-11.1. Children exposed to secondhand smoke (percent, nonsmokers, ages 3–11 years)	52.2	2005–2008	38.1	2013–2016	47.0	271.2	…	Yes
1	Tobacco Use	TU-11.2. Adolescents exposed to secondhand smoke (percent, nonsmokers, ages 12–17)	45.5	2005–2008	32.6	2013–2016	41.0	286.7	…	No
1	Tobacco Use	TU-11.3. Adults exposed to secondhand smoke (age-adjusted percent, nonsmokers, ages 18 and over)	37.6	2005–2008	22.6	2013–2016	33.8	394.7	…	Yes
4	Tobacco Use	TU-12. Persons covered by indoor worksite policies prohibiting smoking (percent, ages 18 and over)	83.4	2010–2011	81.0	2014–2015	100.0	…	2.9	Yes
2	Tobacco Use	TU-13.1. State laws prohibiting smoking in private worksites (number of states and the District of Columbia)	30	2009	35	2018	51	23.8	…	…
2	Tobacco Use	TU-13.2. State laws prohibiting smoking in public worksites (number of states and the District of Columbia)	34	2009	39	2018	51	29.4	…	…
2	Tobacco Use	TU-13.3. State laws prohibiting smoking in restaurants (number of states and the District of Columbia)	28	2009	35	2018	51	30.4	…	…
2	Tobacco Use	TU-13.4. State laws prohibiting smoking in bars (number of states and the District of Columbia)	22	2009	29	2018	51	24.1	…	…
2	Tobacco Use	TU-13.5. State laws prohibiting smoking in gaming halls (number of states and the District of Columbia)	25	2009	28	2018	51	11.5	…	…
2	Tobacco Use	TU-13.6. State laws prohibiting smoking in commercial daycare centers (number of states and the District of Columbia)	38	2009	41	2018	51	23.1	…	…
3	Tobacco Use	TU-13.7. State laws prohibiting smoking in home-based daycare centers (number of states and the District of Columbia)	37	2009	38	2018	51	7.1	…	…
2	Tobacco Use	TU-13.8. State laws prohibiting smoking in public transportation (number of states and the District of Columbia)	37	2009	41	2018	51	28.6	…	…
3	Tobacco Use	TU-13.9. State laws prohibiting smoking in hotels and motels (number of states and the District of Columbia)	0	2009	3	2018	51	5.9	…	…
3	Tobacco Use	TU-13.10. State laws prohibiting smoking in multiunit housing (number of states and the District of Columbia)	0	2009	0	2018	51	…	0.0	…
3	Tobacco Use	TU-13.11. State laws prohibiting smoking in vehicles with children (number of states and the District of Columbia)	4	2009	8	2018	51	8.5	…	…
3	Tobacco Use	TU-13.12. State laws prohibiting smoking in prisons and correctional facilities (number of states and the District of Columbia)	8	2009	9	2018	51	2.3	…	…
3	Tobacco Use	TU-13.13. State laws prohibiting smoking in substance abuse treatment facilities (number of states and the District of Columbia)	10	2009	13	2018	51	7.3	…	…
3	Tobacco Use	TU-13.14. State laws prohibiting smoking in mental health treatment facilities (number of states and the District of Columbia)	10	2009	13	2018	51	7.3	…	…
3	Tobacco Use	TU-13.15. State laws prohibiting smoking at entrances and exits of all public places (number of states and the District of Columbia)	1	2009	1	2018	51	…	0.0	…
3	Tobacco Use	TU-13.16. State laws prohibiting smoking on hospital campuses (number of states and the District of Columbia)	1	2009	2	2018	51	2.0	…	…
3	Tobacco Use	TU-13.17. State laws prohibiting smoking on college and university campuses (number of states and the District of Columbia)	1	2009	1	2018	51	…	0.0	…
2	Tobacco Use	TU-14. Adults living in smoke-free homes (percent, ages 18 and over)	79.1	2006–2007	86.5	2014–2015	87.0	93.7	…	Yes
3	Tobacco Use	TU-15.1. Tobacco-free environments in elementary schools (percent)	65.4	2006	61.2	2014	100.0	…	6.4	No
3	Tobacco Use	TU-15.2. Tobacco-free environments in middle schools (percent)	58.7	2006	66.2	2014	100.0	18.2	…	No
2	Tobacco Use	TU-15.3. Tobacco-free environments in high schools (percent)	66.1	2006	74.5	2014	100.0	24.8	…	Yes
3	Tobacco Use	TU-16.1. State laws preempting stronger local laws on smoke-free indoor air (number of states and the District of Columbia)	12	2009	12	2018	0	…	0.0	…
3	Tobacco Use	TU-16.2. State laws preempting stronger local laws on tobacco advertising (number of states and the District of Columbia)	18	2009	18	2018	0	…	0.0	…
3	Tobacco Use	TU-16.3. State laws preempting stronger local laws on youth access to tobacco (number of states and the District of Columbia)	22	2009	23	2018	0	…	4.5	…
4	Tobacco Use	TU-16.4. State laws preempting stronger local laws on licensure (number of states and the District of Columbia)	9	2009	11	2018	0	…	22.2	…
3	Tobacco Use	TU-17.1. Increases of $1.50 in taxes on cigarettes (number of states, the District of Columbia, and federal government)	1	2010	4	2018	52	5.9	…	…
3	Tobacco Use	TU-17.2. Increases of $1.50 in taxes on smokeless tobacco products (number of states, the District of Columbia, and federal government)	0	2010	0	2018	52	…	0.0	…
4	Tobacco Use	TU-18.1. Adolescents and young adults exposed to tobacco marketing on the Internet (percent, grades 6–12)	36.8	2009	42.7	2018	33.1	…	16.0	Yes
2	Tobacco Use	TU-18.2. Adolescents and young adults exposed to tobacco marketing in magazines and newspapers (percent, grades 6–12)	48.6	2009	35.9	2018	19.3	43.3	…	Yes
1	Tobacco Use	TU-18.3. Adolescents and young adults exposed to tobacco marketing in movies and television (percent, grades 6–12)	77.6	2009	34.9	2018	69.8	547.4	…	Yes
1	Tobacco Use	TU-18.4. Adolescents and young adults exposed to tobacco marketing at point of purchase (percent, grades 6–12)	85.7	2009	68.3	2018	77.1	202.3	…	Yes
3	Tobacco Use	TU-19.1. States with 5% or less of illegal tobacco sales rate among minors (number of states and the District of Columbia)	5	2009	9	2018	51	8.7	…	…
2	Tobacco Use	TU-19.2. Territories with 5% or less of illegal tobacco sales rate among minors (number)	1	2009	3	2018	8	28.6	…	…
3	Tobacco Use	TU-20.1. States with comprehensive evidence-based tobacco control programs (number of states and the District of Columbia)	10	2009	13	2016	51	7.3	…	…
3	Tobacco Use	TU-21.1. High-tech tax stamps on packs of cigarettes (number of states and the District of Columbia)	2	2009	4	2018	51	4.1	…	…
1	Vision	V-1. Preschool children ages 5 years and under receiving vision screening (percent)	40.1	2008	50.0	2017	44.1	247.5	...	Yes
4	Vision	V-2. Blindness and visual impairment in children and adolescents ages 17 years and under (per 1,000 population)	28.2	2008	38.0	2018	25.4	...	34.8	Yes
1	Vision	V-3.1. Occupational eye injuries resulting in lost work days (per 10,000 full-time workers in private industry)	2.9	2008	2.0	2017	2.6	300.0	...	...
1	Vision	V-3.2. Occupational eye injuries treated in emergency departments (per 10,000 full-time workers)	12.9	2008	8.8	2018	11.6	315.4	...	No
2	Vision	V-4. Adults receiving a dilated eye examination within the past 2 years (age-adjusted percent, ages 18 and over)	55.0	2008	58.8	2017	60.5	69.1	...	Yes
5	Vision	V-5.1. Visual impairment due to uncorrected refractive errors (age adjusted, per 1,000 population, ages 12 years and over)	136.1	2005–2008	...		122.5	...	...	...
3	Vision	V-5.2. Visual impairment due to diabetic retinopathy (age adjusted, per 1,000 population, ages 18 years and over with diabetes)	34.2	2008	33.0	2017	30.8	35.3	...	No
3	Vision	V-5.3. Visual impairment due to glaucoma (age adjusted, per 1,000 population, ages 45 and over)	13.9	2008	13.2	2017	12.5	50.0	...	No
4	Vision	V-5.4. Visual impairment due to cataract (age adjusted, per 1,000 population, ages 65 and over)	110.0	2008	141.2	2017	99.0	...	28.4	Yes
3	Vision	V-5.5. Visual impairment due to age-related macular degeneration (age adjusted, per 1,000 population, ages 45 and over)	15.5	2008	15.6	2017	14.0	...	0.6	No
1	Vision	V-6.1. Use of protective eyewear at home by children and adolescents (percent, ages 6–17 years)	16.5	2008	21.8	2017	18.2	311.8	...	No
